State,FIPS,County,Veteran Population,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients
TX,48213,HENDERSON,9514.27,34508106.74,17560290.72,0,587665.93,0,0,396026.76,15964123.34,2103.91
TX,48215,HIDALGO,26652.34,119684146.5,68196822.72,0,6771566.59,0,0,1588848.12,43126909.08,7508.24
TX,48217,HILL,3625.01,20743592.74,10605585.76,0,328920.38,0,0,309278.49,9499808.11,1105.48
TX,48219,HOCKLEY,1680.93,4717199.07,2648109.56,0,165217.45,0,0,81806.33,1822065.73,363.16
TX,48221,HOOD,6598.89,19533653.87,10832478.37,0,420916.37,0,0,300134,7980125.12,1296.56
TX,48223,HOPKINS,2621.29,10444719.08,6124891.15,0,296113.29,0,0,33878.61,3989836.02,739.32
TX,48225,HOUSTON,2551.12,9171981.37,4962331.83,0,126554.77,0,0,74641.45,4008453.31,592.26
TX,48227,HOWARD,2463.51,32793076.74,11115324.51,651365.4,288047.91,0,1576545.66,88756.47,19073036.8,1439.62
TX,48229,HUDSPETH,157.81,1153504.08,661795.09,0,42871.1,0,0,1909.2,446928.7,39.02
TX,48231,HUNT,8995.82,32721026.46,15860811.46,0,1303916.6,0,0,159936.12,15396362.27,2144.93
TX,48233,HUTCHINSON,2300.91,9819671.67,3229189.48,0,153512.85,0,0,89646.16,6347323.18,732.32
TX,48235,IRION,195.45,969496.55,669468.04,0,27435.49,0,0,2541.2,270051.82,40.02
TX,48237,JACK,701.14,1997016.64,1400210.96,0,33186.51,0,0,6503.77,557115.41,103.04
TX,48239,JACKSON,1468.79,2788047.79,1964502.75,0,48746.88,0,0,32436.43,742361.73,197.09
TX,48241,JASPER,2791.03,10819230.72,5790674.76,0,222431.47,0,0,101700.46,4704424.03,847.37
TX,48243,JEFF DAVIS,258.06,868148.23,507385.85,0,0,0,0,789.35,359973.02,50.02
TX,48245,JEFFERSON,20802.27,63677255.46,36733158.74,0,2699438.4,0,0,970506.89,23274151.44,4562.97
TX,48247,JIM HOGG,378.46,1845715.17,1275546.83,0,83931.6,0,0,2641.74,483595.01,108.05
TX,48249,JIM WELLS,2897.56,10610214.74,7259555.58,0,223304.44,0,0,154904.62,2972450.1,557.24
TX,48251,JOHNSON,12573.91,40367347.01,22323508.31,0,1888255.8,0,0,911440.6,15244142.31,2219.96
TX,48253,JONES,1646.86,7469974.91,4671141.72,0,194311.18,0,0,33712.73,2570809.27,409.18
TX,48255,KARNES,958.33,4554042.92,2831822.32,0,137976.09,0,0,45283.17,1538961.33,202.09
TX,48257,KAUFMAN,6845.98,30536970.1,14135294.55,0,1133560.62,0,0,221874.97,15046239.96,1801.78
TX,48259,KENDALL,3172.05,15945441.21,8996416.74,0,340167.03,0,0,695297.11,5913560.33,617.27
TX,48261,KENEDY,49.63,59061.74,54701.5,0,0,0,0,0,4360.24,2
TX,48263,KENT,144.63,253368.94,190470.28,0,8039.13,0,0,0,54859.53,21.01
TX,48265,KERR,5899.17,53645673.12,21007186.24,1.22,257000.91,0,163553.28,780012.55,31437918.93,2579.11
TX,48267,KIMBLE,406.5,2713773.76,1386807.24,0,17537.68,0,0,4039.13,1305389.71,147.06
TX,48269,KING,33.43,119235.77,94074.13,0,23.68,0,0,0,25137.96,8
TX,48271,KINNEY,436.79,2677682.51,1506458.57,0,22303.26,0,0,6013.26,1142907.42,128.06
TX,48273,KLEBERG,2414.38,8812260.05,6105529.4,0,669021.34,0,0,28044.64,2009664.67,404.17
TX,48275,KNOX,229.85,1207892.46,611876.62,0,47448.19,0,0,17716.77,530850.88,82.04
TX,48277,LAMAR,5075.09,19902240.94,11434151.91,0,527018.73,0,0,284483.47,7656586.83,1526.66
TX,48279,LAMB,792.7,2854609.43,1569052.11,0,91437.77,0,0,17499.55,1176620,249.11
TX,48281,LAMPASAS,3434.21,28057806.7,20250279.28,0,1237364.25,0,0,571900.68,5998262.49,967.42
TX,48283,LA SALLE,288.83,1952701.59,720569.38,0,58481.12,0,0,9931.38,1163719.71,64.03
TX,48285,LAVACA,1733.01,6873950.16,4077060.63,0,76745.4,0,0,230672.4,2489471.73,363.16
TX,48287,LEE,1313.09,5232730.55,2709909.07,0,96452.83,0,0,50892.8,2375475.85,281.12
TX,48289,LEON,1614.67,8829381.59,4203338.23,0,87011.37,0,0,84380.22,4454651.77,546.24
TX,48291,LIBERTY,6719.59,20481176.23,10788736.41,0,441070.11,0,0,153975.83,9097393.88,1294.56
TX,48293,LIMESTONE,1787.27,13409934.68,5328844.1,0,95772.55,0,0,43161.63,7942156.4,684.3
TX,48295,LIPSCOMB,194.18,575913.46,147740.04,0,66.53,0,0,19396.61,408710.28,77.03
TX,48297,LIVE OAK,1177.25,3088342.09,1846400.32,0,91426.92,0,0,32091.76,1118423.09,200.09
TX,48299,LLANO,3224.74,13102300.91,6760216.74,0,70949.92,0,0,288591.25,5982543,689.3
TX,48301,LOVING,22.17,100388.54,87972.18,0,0,0,0,0,12416.36,3
TX,48303,LUBBOCK,17646.49,71348684.49,39478206.05,0,4262804.99,0,0,1113345.2,26494328.26,5126.22
TX,48305,LYNN,333.16,919630.18,596071.64,0,13719.31,0,0,2202.59,307636.64,80.03
TX,48307,MC CULLOCH,687.2,2994243.27,1412433.24,0,16503.4,0,0,50020.45,1515286.18,209.09
TX,48309,MC LENNAN,18740.85,224382874.6,85557248.69,1294710.64,8978571.72,0,52043140.89,1357460.48,75151742.14,6640.87
TX,48311,MC MULLEN,118.14,210560.44,140514.02,0,2544.85,0,0,179,67322.57,13.01
TX,48313,MADISON,947.35,3390963.76,1713409.6,0,73208.36,0,0,34736.42,1569609.38,219.09
TX,48315,MARION,1390.04,7275353.97,3648730.84,0,114887.29,0,0,59244,3452491.84,422.18
TX,48317,MARTIN,301.01,953513.98,414419.34,0,34796.2,0,0,1609.01,502689.43,70.03
TX,48319,MASON,320.51,2623108.77,1006050.2,0,6905.4,0,0,6421.69,1603731.48,87.04
TX,48321,MATAGORDA,3152.83,12321568.55,6166630.25,0,312581.37,0,0,216282.24,5626074.69,620.27
TX,48323,MAVERICK,1521.61,6143921.71,3320959.31,0,567226.64,0,0,22059.39,2233676.37,277.12
TX,48325,MEDINA,5076.03,25614035.82,16119158.47,0,834748.27,0,0,360660.75,8299468.33,891.39
TX,48327,MENARD,289.2,886395.64,409359.29,0,12412.29,0,0,5239.56,459384.51,54.02
TX,48329,MIDLAND,8491.44,29098303.56,14298887.5,0,1351807.98,0,0,663037.19,12784570.89,1925.83
TX,48331,MILAM,2694.36,12029735.14,6433467.67,0,207272.79,0,0,21307.33,5367687.35,584.25
TX,48333,MILLS,458.78,2224282.2,1254260.09,0,3960.82,0,0,24902.91,941158.38,136.06
TX,48335,MITCHELL,890.4,3019598.66,1344627.94,0,112526.64,0,0,41018.95,1521425.13,192.08
TX,48337,MONTAGUE,1922.22,6255035.68,3944625.2,0,132699.89,0,0,73196.45,2104514.14,466.2
TX,48339,MONTGOMERY,32776.66,96645652.55,50998015.27,0,5214986.43,0,0,1723701.02,38708949.84,5687.46
TX,48341,MOORE,898.72,4000156.86,1586062.14,0,63125.28,0,0,44474.25,2306495.19,317.14
TX,48343,MORRIS,1239.82,6688292.77,3779952.18,0,102320.77,0,0,82060.79,2723959.03,407.18
TX,48345,MOTLEY,134.32,942521.14,528646.71,0,218.31,0,0,954.25,412701.87,57.02
TX,48347,NACOGDOCHES,4204.64,17357444.84,10641820.3,0,1040528.57,0,0,192859.48,5482236.5,992.43
TX,48349,NAVARRO,3982.32,19331828.23,9666311.26,0,613453.31,0,0,190523.62,8861540.04,1038.45
TX,48351,NEWTON,1135.18,5085014.6,2660704.05,0,88704.8,0,0,17506.46,2318099.3,293.13
TX,48353,NOLAN,1205.18,5802465.85,3011947.57,0,153838.16,0,0,71239.91,2565440.21,367.16
TX,48355,NUECES,29898.67,114657931.4,75864930.87,0,6879267.87,0,0,2138636.18,29775096.51,5759.49
TX,48357,OCHILTREE,498.13,1079096.51,563791.12,0,22082.47,0,0,12001.02,481221.89,107.05
TX,48359,OLDHAM,197.04,1234502.17,295396.84,0,2572.12,0,0,75447.24,861085.96,91.04
TX,48361,ORANGE,7555.17,32765838.37,22134484.72,0,816370.17,0,0,230211.01,9584772.47,2046.88
TX,48363,PALO PINTO,2815.31,11250312.41,6340501.23,0,217555,0,0,110586.87,4581669.3,567.25
TX,48365,PANOLA,1979,10221683.42,4666264.17,0,179910.83,0,0,28140.27,5347368.15,491.21
TX,48367,PARKER,11459.22,36521175.52,22687618.57,0,1346835.15,0,0,582684.29,11904037.51,2038.88
TX,48369,PARMER,478.42,1390435.32,650172.45,0,56058.43,0,0,14977.13,669227.31,152.07
TX,48371,PECOS,964.02,2057265.96,1107052.18,0,85055.43,0,0,2059.5,863098.84,173.07
TX,48373,POLK,5073.67,29262171.15,17346901.81,0,295517.78,0,0,391775.7,11227975.86,1767.76
TX,48375,POTTER,8112.59,65880556.82,21275735.93,15403.97,1548132.38,0,1634632.89,855315.3,40551336.35,3544.53
TX,48377,PRESIDIO,418.18,1561050.32,1029339.54,0,73328.48,0,0,7669.87,450712.43,70.03
TX,48379,RAINS,1306.32,6254099.11,3179157.18,0,117109.03,0,0,15288.68,2942544.22,392.17
TX,48381,RANDALL,9787.02,46636397.43,17972023.92,0,1950575.85,0,0,1002806.4,25710991.27,3332.44
TX,48383,REAGAN,143.74,694626.91,447877.25,0,1443.36,0,0,2053.72,243252.58,38.02
TX,48385,REAL,401.12,2799342.51,1042651.46,0,22717.3,0,0,2345.35,1731628.39,161.07
TX,48387,RED RIVER,1204.51,5795688.46,3448854.83,0,39265.22,0,0,53676.64,2253891.78,380.16
TX,48389,REEVES,470.73,1798546.61,1049367.12,0,72418.73,0,0,6482.14,670278.62,138.06
TX,48391,REFUGIO,645.68,3086785.12,2050653.95,0,52444.52,0,0,218217.74,765468.91,157.07
TX,48393,ROBERTS,88.18,143853.76,81778.22,0,1097.14,0,0,2494.43,58483.96,8
TX,48395,ROBERTSON,1482.77,7013200.42,3517927.2,0,165326.74,0,0,43630.76,3286315.72,421.18
TX,48397,ROCKWALL,4894.13,14786391.2,9028310.21,0,769309.97,0,0,314836.76,4673934.25,799.35
TX,48399,RUNNELS,1016.28,3783005.97,2238443.4,0,79512.42,0,0,60549.19,1404500.96,257.11
TX,48401,RUSK,4287.09,16159975.36,9347205.99,0,390481.17,0,0,291188.95,6131099.25,882.38
TX,48403,SABINE,1257.77,6890976.66,3795535.97,0,68375.82,0,0,33880.62,2993184.25,442.19
TX,48405,SAN AUGUSTINE,990.28,3663932.61,2410821.06,0,51679.43,0,0,14189.25,1187242.88,248.11
TX,48407,SAN JACINTO,2947.09,10631137.87,5633416.89,0,219166.75,0,0,44852.24,4733702,689.3
TX,48409,SAN PATRICIO,6447.93,25063171.63,17234678.91,0,1229468.39,0,0,211518.5,6387505.82,1169.51
TX,48411,SAN SABA,577.44,2022694.2,1066154.9,0,31.6,0,0,9030.99,947476.71,147.06
TX,48413,SCHLEICHER,174.78,1043036.17,544996.57,0,25899.57,0,0,684.77,471455.25,27.01
TX,48415,SCURRY,1119.47,4192317.49,1701050.57,0,132371.56,0,0,177031.54,2181863.81,289.12
TX,48417,SHACKELFORD,269.18,1008125.86,790298.38,0,47789.98,0,0,18546.88,151490.63,55.02
TX,48419,SHELBY,1789.31,7636522.57,4045324.72,0,122442,0,0,303782.39,3164973.46,477.21
TX,48421,SHERMAN,153.29,390265.24,247830.41,0,18714.92,0,0,10738.7,112981.22,35.02
TX,48423,SMITH,16514.77,60822412.35,37826035.35,0,2617961.5,0,0,970794.35,19407621.15,3605.56
TX,48425,SOMERVELL,639.91,1946869.69,953707.96,0,85281.14,0,0,13448.98,894431.61,113.05
TX,48427,STARR,1146.95,6160817.72,4306375.06,0,242108.37,0,0,57419.17,1554915.11,333.14
TX,48429,STEPHENS,1063.19,2650874.03,1414277.47,0,55962.92,0,0,127274.19,1053359.45,203.09
TX,48431,STERLING,85.44,134123.87,51441.32,0,7823.63,0,0,0,74858.93,16.01
TX,48433,STONEWALL,153.82,433895.44,279203.43,0,1557.95,0,0,1470.73,151663.34,36.02
TX,48435,SUTTON,244.82,754278.85,396149.92,0,18837.82,0,0,63881.32,275409.78,48.02
TX,48437,SWISHER,581.93,2679465.43,1028738.6,0,19957.87,0,0,62055.03,1568713.94,207.09
TX,48439,TARRANT,124146.07,395899279,231410776.8,0,26195166.43,0,0,7333859.49,130959476.3,21387.24
TX,48441,TAYLOR,12299.26,63918596.16,43001035.61,0,3031857.36,0,0,1119051.32,16766651.86,3063.32
TX,48443,TERRELL,152.62,899537.78,329982.97,0,10077.22,0,0,864.98,558612.61,30.01
TX,48445,TERRY,823.63,2212941.91,1251852.21,0,60460.33,0,0,43567.29,857062.08,175.08
TX,48447,THROCKMORTON,175.04,576100.42,366114.79,0,22432.7,0,0,174.2,187378.73,31.01
TX,48449,TITUS,2064.73,6357215.05,3597234.12,0,290596.14,0,0,44452.4,2424932.38,385.17
TX,48451,TOM GREEN,10270.17,44055653.99,28371520.56,0,2402218.82,0,0,669201.84,12612712.78,2365.02
TX,48453,TRAVIS,60260.53,585471122.5,124333729.4,754607.32,18130002.5,328210955.3,30983786.21,5342766.18,77715275.61,11461.95
TX,48455,TRINITY,2094.17,8906208.89,4629933.22,0,97803.98,0,0,80389.71,4098081.98,556.24
TX,48457,TYLER,2618.54,8040133.21,4465874.34,0,160086.22,0,0,79426.67,3334745.98,639.28
TX,48459,UPSHUR,3821.06,15563092.62,8643668.02,0,294310.01,0,0,80763.5,6544351.09,972.42
TX,48461,UPTON,233.06,828529.52,382712.31,0,27865.9,0,0,797.2,417154.11,59.03
TX,48463,UVALDE,1777.82,7821049.67,3943841.47,0,324088.5,0,0,95295.46,3457824.25,359.16
TX,48465,VAL VERDE,3878.82,15046175.04,9689187.73,0,986322.65,0,0,166652.48,4204012.18,649.28
TX,48467,VAN ZANDT,5184.6,22537661.35,11788018.75,0,452577.25,0,0,382732.38,9914332.97,1220.53
TX,48469,VICTORIA,7231.91,23964411.07,15139273.89,0,871352.02,0,0,417312.27,7536472.89,1485.64
TX,48471,WALKER,4544.23,13428210.31,7307141.77,0,1220876.37,0,0,169027.86,4731164.31,758.33
TX,48473,WALLER,2683.6,8112220.71,4012284.3,0,347831.83,0,0,50317.82,3701786.76,438.19
TX,48475,WARD,785.53,3020822,1893067.64,0,62235.5,0,0,3535.14,1061983.73,197.09
TX,48477,WASHINGTON,2875.47,9309155.28,5244708.09,0,221709.33,0,0,154850.34,3687887.52,602.26
TX,48479,WEBB,6854.8,32056477.21,18871486.09,0,2509299.23,0,0,215761.28,10459930.61,2146.93
TX,48481,WHARTON,2840.64,8979669.41,4872393.74,0,271948.48,0,0,102190.15,3733137.05,457.2
TX,48483,WHEELER,399.45,1949664.16,747178.27,0,9541.29,0,0,21092.94,1171851.66,130.06
TX,48485,WICHITA,13301.45,59945844.93,45293566.02,0,3160063.16,0,0,851729.03,10640486.72,2597.12
TX,48487,WILBARGER,892.19,3787574.5,2668128.53,0,96693.36,0,0,48550.36,974202.26,218.09
TX,48489,WILLACY,1051.34,5315769.36,3189184.7,0,97397.31,0,0,22085.65,2007101.69,288.12
TX,48491,WILLIAMSON,35300.39,102561755.5,59046216.35,0,7602527.42,0,0,1580912.7,34332099.07,5581.41
TX,48493,WILSON,4468.44,21651673.91,14088447.02,0,646719.65,0,0,122533.54,6793973.71,919.4
TX,48495,WINKLER,606.39,1779823.75,808702.84,0,22025.7,0,0,5897.05,943198.17,101.04
TX,48497,WISE,6026.28,18459697.04,11088422.27,0,472270.67,0,0,207283.62,6691720.49,1133.49
TX,48499,WOOD,4973.9,18441197.05,9897395.99,0,332703.98,0,0,497876.43,7713220.65,1234.53
TX,48501,YOAKUM,414.86,1204276.3,661906.06,0,20153.51,0,0,29073.16,493143.56,96.04
TX,48503,YOUNG,1425.4,3849624.14,2367079.32,0,51951.83,0,0,63633.53,1366959.46,311.13
TX,48505,ZAPATA,672.61,2779741.17,1815579.25,0,49215.66,0,0,1350.78,913595.48,170.07
TX,48507,ZAVALA,282.36,1773005.15,933065.53,0,57470.34,0,0,1513.43,780955.85,115.05
UT,49001,BEAVER,502.91,1066559.12,617312.41,0,4069.46,0,0,2058.76,443118.48,87.04
UT,49003,BOX ELDER,2649.85,7694965.03,3851184.26,0,263207.08,0,0,325494.79,3255078.9,464.2
UT,49005,CACHE,4407.67,11383962.81,5556791.02,0,1610763.21,0,0,278414.64,3937993.94,647.28
UT,49007,CARBON,1956.16,6751270.8,3204480.07,0,157853.6,0,0,167306.45,3221630.68,346.15
UT,49009,DAGGETT,112.13,298888.99,126812.53,0,0,0,0,179,171897.46,37.02
UT,49011,DAVIS,19314.6,68847293.11,38892031.57,0,5559288.28,0,0,1252352.47,23143620.8,3270.41
UT,49013,DUCHESNE,1135.07,5810260.75,1800642.36,0,57877.71,0,0,47040.62,3904700.07,399.17
UT,49015,EMERY,814.77,1736442.25,811994.84,0,22112.28,0,0,6991.74,895343.38,136.06
UT,49017,GARFIELD,450.13,1143703.46,537488.85,0,16457.67,0,0,31008.17,558748.77,106.05
UT,49019,GRAND,767.95,2755034.93,1024246.89,0,16014.52,0,0,26563.81,1688209.71,230.1
UT,49021,IRON,2436.93,8119788.99,4046566.71,0,904378.03,0,0,135132.25,3033712,440.19
UT,49023,JUAB,717.27,2203666.54,1009692.27,0,9807.34,0,0,15790.18,1168376.76,164.07
UT,49025,KANE,769.78,1972717.77,925056.77,0,6998.02,0,0,2234.11,1038428.86,140.06
UT,49027,MILLARD,835.9,2687342.09,1111142.67,0,75574.56,0,0,76965.9,1423658.95,149.06
UT,49029,MORGAN,544.96,1684013.51,994117.87,0,104076.48,0,0,14508.32,571310.84,90.04
UT,49031,PIUTE,121.95,376297.74,269317.65,0,364.93,0,0,2132.95,104482.22,35.02
UT,49033,RICH,140.69,617171.24,361395.73,0,7033.22,0,0,15636.56,233105.73,31.01
UT,49035,SALT LAKE,56231.94,289371133.5,80267761.42,3042369.26,10405465.51,0,40137974.18,3739462.72,151778100.4,13406.79
UT,49037,SAN JUAN,644.97,1521647.28,842958.8,0,67600.48,0,0,2536.51,608551.49,112.05
UT,49039,SANPETE,1826.29,5825589.7,2305726.84,0,248393.97,0,0,111779.44,3159689.45,369.16
UT,49041,SEVIER,1363.31,4299297.49,2217659.83,0,97716.48,0,0,38635.43,1945285.75,330.14
UT,49043,SUMMIT,2461.22,3816305.8,1780840.2,0,128361.27,0,0,71383.36,1835720.97,282.12
UT,49045,TOOELE,3626.68,15808889.97,7005208.29,0,750481.85,0,0,98894.04,7954305.79,845.37
UT,49047,UINTAH,2064.16,6338590.69,2365664.25,0,84016.7,0,0,26568.81,3862340.93,456.2
UT,49049,UTAH,18187.17,49552818.56,21972185.74,0,5151148.8,0,0,1771563.99,20657920.02,3056.32
UT,49051,WASATCH,1325.45,2673126.99,978699.86,0,105821.99,0,0,51921.33,1536683.82,206.09
UT,49053,WASHINGTON,12644.7,27479103.53,14916380.86,0,1104639.64,0,0,704640.88,10753442.14,2118.92
UT,49055,WAYNE,220.94,506265.07,258672.19,0,5734.03,0,0,492.91,241365.94,41.02
UT,49057,WEBER,16776.9,58121929.29,31526748.11,0,3682021.12,0,0,1275916,21637244.06,3156.36
VT,50001,ADDISON,2871.24,7407614.24,3674064.15,0,158948.6,0,0,285587.34,3289014.16,599.26
VT,50003,BENNINGTON,4079.31,13756305.3,5625992.29,0,1677676.02,0,0,248908.35,6203728.64,1209.52
VT,50005,CALEDONIA,3103.63,12137008.61,5629108.32,0,212364,0,0,147011.01,6148525.29,874.38
VT,50007,CHITTENDEN,10302.18,26127672.55,15559673.57,0,1408795.24,0,0,768601.71,8390602.02,2034.88
VT,50009,ESSEX,699.52,4228758.44,2076010.85,0,51949.73,0,0,22407.44,2078390.43,319.14
VT,50011,FRANKLIN,4287.2,10463813.68,6080935.19,0,149638.64,0,0,273009.37,3960230.48,942.41
VT,50013,GRAND ISLE,677.24,2426676.11,1308832.4,0,146325.3,0,0,16654.83,954863.59,146.06
VT,50015,LAMOILLE,1954.66,5915171.87,2849276.64,0,143970.26,0,0,367378.13,2554546.84,422.18
VT,50017,ORANGE,2649.21,13287256.62,5483266.35,0,202196.54,0,0,170565.2,7431228.53,876.38
VT,50019,ORLEANS,2522.4,11167375.09,6157981.49,0,258937.92,0,0,291179.57,4459276.12,856.37
VT,50021,RUTLAND,5860.12,20797559.88,10306948.8,0,512832.32,0,0,342421.86,9635356.9,1676.72
VT,50023,WASHINGTON,4868.27,17512112.74,8766904.76,0,945163.33,0,0,330155.61,7469889.04,1121.48
VT,50025,WINDHAM,3751.87,28562384.29,6315805.18,0,14129360.86,0,0,344991.3,7772226.94,1087.47
VT,50027,WINDSOR,5594.87,46439270.86,12303667.42,2286125.32,2480338.01,0,5358391.09,476278.75,23534470.28,2026.88
VA,51001,ACCOMACK,4243.04,8544189.19,5257550.72,0,320530.15,0,0,399443.4,2566664.92,597.26
VA,51003,ALBEMARLE,7298.58,13805030.95,8052214.72,0,1207965.44,0,0,623248.97,3921601.82,729.32
VA,51005,ALLEGHANY,1981.44,7239288.8,2985266.4,0,177004.82,0,0,81113.19,3995904.4,518.22
VA,51007,AMELIA,1364.23,4709399.64,1913276.11,0,99381.67,0,0,123680.91,2573060.95,315.14
VA,51009,AMHERST,2965.79,9502772.47,4737875.35,0,269841.12,0,0,272495.11,4222560.89,713.31
VA,51011,APPOMATTOX,1487.87,4396993.43,2661218,0,176854.46,0,0,57717.57,1501203.39,244.11
VA,51013,ARLINGTON,13502.16,34991494.92,22625908.13,0,3609838.67,0,0,1364849.75,7390898.37,966.42
VA,51015,AUGUSTA,7283.85,18612872.64,11107669.19,0,530651.87,0,0,72759.86,6901791.72,1384.6
VA,51017,BATH,507.34,1532869.22,869385.71,0,29294.6,0,0,2035.78,632153.13,109.05
VA,51019,BEDFORD,7668.89,26449325.42,13669644.38,0,729896.1,0,0,226461.35,11823323.6,1632.71
VA,51021,BLAND,843.29,3410490.18,1685200.11,0,44725.25,0,0,3036.1,1677528.72,172.07
VA,51023,BOTETOURT,3909.12,17271909.22,6506431.46,0,378975.26,0,0,278424.06,10108078.45,892.39
VA,51025,BRUNSWICK,1861.44,6921719.88,3284631.82,0,126906.08,0,0,53087.91,3457094.07,399.17
VA,51027,BUCHANAN,1270.77,7926866.07,5794991.55,0,216014.7,0,0,30843.39,1885016.44,344.15
VA,51029,BUCKINGHAM,1378.55,5540292.12,2938633.54,0,121434.7,0,0,71274.06,2408949.83,231.1
VA,51031,CAMPBELL,5044.95,17204874.67,9029437.56,0,747664.87,0,0,99493.75,7328278.48,1299.56
VA,51033,CAROLINE,2989.96,11095950.78,5047533.16,0,585894.46,0,0,210571.62,5251951.53,544.24
VA,51035,CARROLL,2565.71,12978302.06,6044563.02,0,400491.94,0,0,156683.04,6376564.07,1005.43
VA,51036,CHARLES CITY,736.36,2641024.59,1257304.11,0,142484.61,0,0,18013.76,1223222.11,142.06
VA,51037,CHARLOTTE,854.09,5523982.76,2712405.16,0,35968.92,0,0,17682.61,2757926.07,316.14
VA,51041,CHESTERFIELD,30072.29,107677635.7,53198569.5,0,5311602.7,0,0,2164487.12,47002976.4,5343.31
VA,51043,CLARKE,1743.61,4046696.77,1711207.83,0,109662.52,0,0,24665.15,2201161.27,243.11
VA,51045,CRAIG,516.38,3572813.32,1484753.9,0,680464.91,0,0,21068.11,1386526.39,161.07
VA,51047,CULPEPER,4014.13,8542749.95,4787592.17,22000,405361.01,0,879946.85,198692.53,2249157.39,410.18
VA,51049,CUMBERLAND,614.48,2969863.57,1325414.94,0,52981.01,0,0,13202.32,1578265.3,210.09
VA,51051,DICKENSON,1208.45,9151014.25,5136138.19,0,1427978.64,0,0,3532.46,2583364.96,423.18
VA,51053,DINWIDDIE,2379.21,13644289.59,7035454.44,0,450325.62,0,0,16586.52,6141923.01,631.27
VA,51057,ESSEX,917.14,4276201.29,1851844.6,0,120969.98,0,0,124149.53,2179237.18,209.09
VA,51059,FAIRFAX,89603.92,210868524.3,152187141.7,0,20110113.94,0,0,12205532.17,26365736.44,4562.97
VA,51061,FAUQUIER,7676.78,11176773.67,7102315.93,0,605204.51,0,0,476208.57,2993044.65,462.2
VA,51063,FLOYD,1341.84,6916609.36,2781532.9,0,871348.55,0,0,140031.69,3123696.22,392.17
VA,51065,FLUVANNA,2606.85,5426278,3523883.98,0,287192.55,0,0,147178.44,1468023.03,324.14
VA,51067,FRANKLIN,5986.5,24780347.55,10921493.93,0,595307.08,0,0,396975.16,12866571.37,1489.64
VA,51069,FREDERICK,7569.1,22485085.39,9886392.9,0,1074855.99,0,0,336131.19,11187705.31,1530.66
VA,51071,GILES,1721.87,7113060.67,3703916.91,0,316042.88,0,0,53870.45,3039230.43,402.17
VA,51073,GLOUCESTER,5797.01,17083889.88,11156616.8,0,1463311.5,0,0,230344.19,4233617.4,601.26
VA,51075,GOOCHLAND,1405.61,4402828.28,2129486.12,0,147107.78,0,0,205026.77,1921207.61,279.12
VA,51077,GRAYSON,1544.08,7275858.2,3617349.71,0,266834.46,0,0,54526.58,3337147.44,593.26
VA,51079,GREENE,2132.3,3683344.57,2110437.67,0,277794.75,0,0,54129.9,1240982.25,193.08
VA,51081,GREENSVILLE,1405.12,3948717.79,2212518.36,0,49813,0,0,108471.04,1577915.38,219.09
VA,51083,HALIFAX,3291.79,12858462.82,7034004.48,0,250075.98,0,0,178075.2,5396307.17,873.38
VA,51085,HANOVER,10092.31,19081839.4,8783216.83,0,766775.38,0,0,763269.51,8768577.69,1060.46
VA,51087,HENRICO,24568.46,76045797.19,31886345.4,0,4175493.76,0,0,2569603.18,37414354.85,4333.87
VA,51089,HENRY,4968.94,21861356.33,9142721.09,0,601790.7,0,0,141846.63,11974997.91,1701.74
VA,51091,HIGHLAND,362.18,1018687.65,644738.12,0,39967.1,0,0,26322.21,307660.23,60.03
VA,51093,ISLE OF WIGHT,3675.03,14485521.57,9576346.14,0,1056142.59,0,0,153559.89,3699472.95,506.22
VA,51095,JAMES CITY,8365.13,23743521.67,16641269.52,0,1482261.41,0,0,1378258.65,4241732.09,889.38
VA,51097,KING AND QUEEN,684.29,1999799.64,1280129.34,0,54762.9,0,0,2565.63,662341.77,106.05
VA,51099,KING GEORGE,3207.64,7177155.06,4422468.63,0,876137.47,0,0,29924.26,1848624.71,313.14
VA,51101,KING WILLIAM,1541.03,4174132.48,1976703.56,0,223190.16,0,0,45840.26,1928398.5,220.1
VA,51103,LANCASTER,1755.5,3991519.99,1941626.69,0,16298.54,0,0,324329.53,1709265.22,226.1
VA,51105,LEE,2193.77,10804146.07,6638972.22,0,197280.47,0,0,58106.92,3909786.46,643.28
VA,51107,LOUDOUN,21703.12,36243736.23,22995334.46,0,4701991.72,0,0,1433280.62,7113129.44,1033.45
VA,51109,LOUISA,3225.99,8415342.01,4420834.06,0,549560.33,0,0,154456.02,3290491.61,445.19
VA,51111,LUNENBURG,1710.04,5315540.67,2602355.61,0,110021.12,0,0,68508.63,2534655.31,318.14
VA,51113,MADISON,1280.44,2959957.69,1693972.98,0,72696.44,0,0,177900.29,1015387.99,141.06
VA,51115,MATHEWS,1431.25,5271159.28,2526883.88,0,1495399.41,0,0,173080.4,1075795.59,146.06
VA,51117,MECKLENBURG,3157.24,13723221.83,6331303.47,0,228618.56,0,0,185768.56,6977531.24,774.33
VA,51119,MIDDLESEX,1438.02,3875711.68,2318753.63,0,98755.91,0,0,53464.79,1404737.35,227.1
VA,51121,MONTGOMERY,6168.23,21424646.95,9449879.46,0,1806738.37,0,0,436252.75,9731776.37,1132.49
